neighbourhood_cleansed,number_of_hosts,number_of_reviews
Tempelhofer Vorstadt,"[   868282     94918    174970   1095682     86173   1344455   1411715
   2100173    877133   2271792   2266593   2044822   2475800   1833946
   1836439   1992886   2958863   3153767   3340090   3900511   1146687
   3478314   3509616   3259989   3614852   4171324   4231374   4378365
   4346815   2968551   1282391   6074400   5583697   5115897    128654
   6444753   6637229   7209360   7445858    300965   7645075   6783646
   3804152   8001305   3489446   8526412   9861565  10006891   4722329
   5499613      1581    560831  10692949   6302373  12138874  12260309
  12330081  11574165   7953979  11869005   9275627   6499598  13591469
   7320833  13857773  12859341  14004487  14290343  14623546   7391389
   1935904  13743529  12385532  15094798  16102517   3789531  10869066
  13470888  17070776  17725291   1236977   5222355  12353593   6538853
  19166453   8843244  14220804  19325724  19886612   3410090  20193180
  20930530  20509822  20611737  21364542   1539015  22111700  23647617
  23937038  15756543  14023479   9924481   4696381  23693478  25049986
   3975346   9594602  10803993   1296578  22391603  27780589   5121814
  28422060   1285017  11315646   3194147  32260085  31495845  32052575
  32647433  31704760  34349999  21448515  13966272   5517589   6664785
  13740946  17329516  20960354  12398236  34467924  38218193    554154
   5857749  37011142  22858046   9814970     11622 447746910  16395669
  14321288  34220011  39622000  21353180  39259413  28573106   4640817
  40364833  21944292  26836482  41199304  35452711  42193019   1748065
  36517313  40070030  10045414  42549572   3880200  43166516  29776171
  26057783  23409902  19626142  17598824  44408086  40575151  43954549
  45051506  44661538  44764833  45717910  23460269  45841317  46963247
  10121005  44195790  23665730  47640324  45072888  10340955  47703190
   3622827  15506870  48075317   7020858  18574801  49571456   8722266
  49846799    474705   5452247  50046135  20565728  45529183  50304667
   3122986  50393653  51303476  21341307  51322446  22749471  51984795
  51590153  52202834   8099439   1855964  18618088  53623589   2118401
  55133496  32374841  55428645  55816301  22381629  18600977  47879767
  58061545  58425619  57301036  58709682  38073824  47039426  57511828
  57539891   5026755  51239150  60031562  60104515     84157  61995297
  18374508  62126104  10508528  63003389  11085438  16822443  63577664
  42706552  13553524    788958    977162  40966027  15638249  65874109
  67915368  36490143  61789051  66587789    133204   2976480  46173550
  69609227  69625119  70554440  42355525   4879990   2211409  21756461
  76086508  70340478  17340959  80282218  66698720  81030660  21559754
   7203652  82144943  27775259  70748690   6631653  22408268  84733117
  49700718  40321159  34889624  39110287   2617098  86679881  92841883
  63496441  86638979  96942508  98354623  99993828 103464670  39357802
 102979866 103073865  19880718  50100689 104495147 105670074 105030038
   8651009 105202525 106733969  31833654 109012928  55368306  43842015
   6423867  20894695  33985864 110581835 110990018 113208327   8708562
 113577339   8878531  40020705 106026967  26452791  36114120  72934703
  85045181  86244643   5397593  14875750  17698566  41559199  10301120
   8352102   5194400  11287216  40074305 126816039  20984105  48135956
 127670604  24654042  67326451 132617275   7300975  12453242  45341447
 135094311  20544212  47496936  25814554  96707980    889370 108538472
 125923488  23490446   1472760 139580852 138139463 113506687 137226755
 139165461   3641880   1612674   1719111 143667305  41439625  33140698
   7717021  46312235   7910455    560204 145945558  95822954 145462435
  31315927   1183139 147509237  30247001 113384695  92154355   7790860
  68223723  94240151  37351884 145598606 110616738 148556325   2987057
  34887800   8498849 135647491  96053075 106724633  50752827 155205098
  41559086  49239290  48681616 109949175 156451506  27326678  82245405
 158204725  17029506 125552056 158876072 160046811  61791417  19429292
 160823100 160825827 160184461  90931124 108463568  29394056 161822094
  50277048   4361245   3183839   9312772  26796559 167904555  23479348
  97226859 170783254 102863919  52411447  15514880  53788404 172458650
   8343261    666728  13397010  19727182 179181774   9958337  80837749
 122012813 177911536  43191658 178375349 181970874  98914612  11010672
   3892685    725852 183670795  57080564    973167  14277314 107463608
 157644828 188449250 157493133  55492341 189356164  85143476 177013169
   6445502  77336666  12977519  58536839  62105827  87735527   2913845
   5352418   2679517  88420609 152834885 200195304 200407976  58702250
 201332261   4418286  16361412 201809555    839045  72555952  23053909
  11937513   7595030   8539150  37429313  27301003  70487869  18415404
  29507007 137613137  89479056  16663406  35803617  14073025  24295698
  18561453     10966 221559421 224824217   3755662 225852413   4265370
 155105708  43926678 159953124  83029886  94587806 117427823 229224660
 154009154   9422896  20947654   3667840   1913160  70456849   5459494
  17672106   1312645 235494831 240210420 138014790   5497311  84850098
 237247600  97982588 242961382 243421116 244374498 137846664 100464288
  61700071  18797335 144387641  55066514 206374835   7931616   3555503
  32746075  30776990 165214661 262442515 186725484  83537099  69682544
 456124698   8667567   6698100 266250591  17188342  72824408  49509822
    656774 104649491  37679674  42907545 272444407 275132496 275434958
  12333976  81729002  84487357   2936760 276363267   8034469  21363751
 280607056   1655491  27353736   8971237 154320149 281376150  38278777
  17158712 284439028  18591946 288109279 288897938 290155956   7421058
 117324964  48073704 291261520  16164183   5678849   5318354 119079413
  12629321 114679073 257790634   8677280 308712818 259940521   7624016
   3194557 309199407  28853270 236746096  40186677  25091392 315851973
 315832586 110633011 318307991    603195 318487906 148159846  35563615
  90928701 277288176   7840664 120899289   1819213  14504060 331360276
 334665886 143778350  37339671 274566819  42941673 159275740 341231153
 145860110 142571615 345525433  66099400   6070830  44070994  39813547
 353550222 154364163  30047726 359506825  33597005 342210409 361559789
 366055233 351296214 195241396 369958333   7210477 368310867   2516274
 375404224   6507226 376712297  22875963  14679360  22844207  65796946
  64266714   6505391  50081741 391980425 305500187  13428787 401389605
  18003576  25956713 403093579   7489142  32531380 147380955   2930826
 168187550  28778804 102470175  36227436   3039411 418396128  12087094
  17036855 255935032  99307418   1498377 418170462   3834360 102345414
 209018173   7424890   2337334   1508463   3656988  56165003 343067125
 167083006 376960858  41531718 438786306  78260431 437826430   4026038
 291259294 427179823   7726527 351304189   4068443  24632925  22219389
  99762388  19449434   6786078  14935416   4322085 241278252 450872103
 447340941  51381755   3577115 208728073  38989347  38130529   2966176
 238447213  33549114 108025548 465989511  21473481  24763854  53807287
  28116060 446638315 434485440 464026314  22483228  36635730 426937972]",30225
Tiergarten SÃ¼d,"[   706845   1311309   1517951   4137814   5687919   4128547   7113017
   5552376   3181674  23075162  24003510  24613237  28760296  11805050
    443499  39054776   3868671  13284476  52118104  52547830  44336966
  28456221  59355611   3368292  63367802  21993498  25532054  20079788
  71986009  76945744  79000226  78654087  15217798  87796094  19672291
  91095638  68554371  18772584  73342683   7085812  79323327 122062923
 124625390  90818742  34038971  58415773  39671122 127387738  63825124
 144317028  88429115  76163996  58298580 151419849 153717454 154637218
   8999346 115790786 126788078 161079051  42968102 163576464 177619318
 180742497  72310869   5876709  15122488 210484545  27493890 212946182
 215175725 217049360 128420129 156046558 201324336 178037042 247428676
 250865866  63838688 124766800  16380522 274449171 177201738 202779274
 158982787  49360311 298831092 239934068 310132512 309994751 178659459
 258229037 321438780 105945584  64147753 316070228   2029654 332009759
 172542810 300587012  51885813 402073759 411425167 435594962  92810621
 411840429 434485440 256919965  20388548 455323039  18772884  92438763
 221881628 464172578 372403202 449692327 473860237]",5312
Volkspark Wilmersdorf,"[  3407550    276540  10208985   3122437   9643000  17059644  18137976
   2088694  21091787  23927964  24309980   9553698  28736569  29859856
  32057232  33225400  36874746  38121663   8085151   8793159  39721082
  41741297  31190250  42406759    901377  41286554  15551060  14117635
   8912086 101999807 102853366 106260702  79430806  26501076  74750949
 107622838  26692001 137787528   7021592  12928499  54120928  41379158
 109843166   1670453  50820030  55521033 163721406 155105708   5932898
 174254113  45102795 176209179 176351085  16519220  52263903 187655517
  48660131  10565944 108037849 134577478 194144898 200945496  22185719
  29630469  89120840   7925731  70462237 137113876 234075776 235589349
  32147333  24467951 206374835 115206302   2381339   5972706  44108387
 219791942  18183491 253201645  34336191 212479271  56744627 167881332
  10491490 303600319 346984854 264000094 356001833 125965228 302101980
 197233948 372068633 364229339  20797080 358991427  94026665 311166950
 430095661   4183334   6730038 186634753 187490425]",2814
Wedding Zentrum,"[  1146238   2701180   4676317   4680255   6347860   6220454   7150491
   1938546   5472923   5963254   9402808  12716840  11899380  16811832
  17751608  10867269  13288655  19955135   7386888  21270297   1294110
  22922720  23772015  24151714  24194564  24316398  24838053  30399447
  31136584   7227202   1793285  31291614  34853878   3074797  37661349
  29613261  22249337  39266210  20401091  40269671  40103500  40174341
  40770035  41056012  18046938  41075376  12420568  41699865  42115726
  33133305  43158330  21309339  22393485  44484956   3297420  46402384
  47371579  29080198    361507   6353673  48268160  19281206  19091012
  49862464  50056316  50260808  22836752  45543558  50467317  50511360
  51975484  39127001  34304853  43021258    738412  47315556  61331613
  62732163  63252838  67691029  66020516  23234409  70140924  71058151
   7404071  29936776   3506371  53606053  75158426  37256790  79713666
  38783931   5964660  61804359  46554922   3971489   6598506  25806558
  71998042  95460121  70181321   9447495   1191577 107008299 111176402
 107123791 114169868 116199663  94187051  35560410   2757398  18123772
  92027919 120771690 118945078  66242460 123704592  37463039  48042546
 101094727 128733471 129209491  55498571   6954651  57148500 102343271
  40039305  40186338 120071145  34767549  54900115 111764186  28875193
  61362397  20595247  37797319 146255143 145606388   9490010   8954474
  16907520  48479194  23226570   7435233  85795034  48036963 148896750
 127309004  19972295  40355262  40856127   5328939  19065139  10862200
   7820776 157886841 160296770  45251393  90583250   3281586  17200335
   1182729 163575955 156988172 123547112   4961047 153776774  21002616
 174580619   1102530  25756650  36504972 175851365  11231678 149388216
 125676738   2587389  10120437  21813904 188345028 189189105  14326565
  93010967 196070548 203584355  84251083   4662843  29088206   3380454
  15160550 181934749  81920317  97362564 209082762 222935818   2746838
 224128782  15920914  37385010   9283428 229974079   1439762  17718454
 229209363 144608832 229443494   5106259   1569934  14321175  15044374
 187073406 124522953 249643775 252743752  37818310 254531738   4323509
  17246277   3425735  59139684  43880258    870376   9179919 272739339
  31792027  49893886  84899836  45983276  51568139  10567068 114887117
  39325435 288450496 166935464  33994249 206914068  44062595 195783755
 136735926 171967212  79416558  63951654 302698641  67896776  28692639
 313618829  12738122 124191892  12218490  64941677  42184515 104537266
  31427469 330009825 268075764 175288764 104529257 110648151  95008808
 335573202 326116765  44343822 339020004  16481607 313354527   9869005
 106537598  51835782 125309723 241486369 358768479   3003519 129961669
  17902575   4331823 271235180  35546961 380079802   2105363  16598510
  17954043 335933939 220021377  13518548  71924915 301630108  81076419
   8792354 395207549 324338565  10049534  33056933   8720945 152060313
  24742169  39842821  39352351 269748155 342072118  12377060 154935016
 441154173 128136689  70643970 195560708 380720315  24111369 441491661
 102805870 258418787 215341338 476995713]",7112
WeiÃensee,"[   897302   3301626   9660394  12382511  13608036  15997566  15363219
  16664238  16980665  18749019  25925725  38338692  39102959   3217317
  21732930   2541037  42891109  12675735  45345963  33754861  51230229
  27126255  13541171   9141705  75442632  82427093   6159706  84637557
   4552406  20029104   6364320  84780003  94012971  60917817   7313508
  98778193  90764913  10561338  59420773 103840775  87638044  10909573
  11960136   3594029   5858585   4378096  25401957 119788713 133085267
  60301821  22600198  17111571  39380662 140739823 141343216  36845072
 144925926  23337614   4416185 153855047  43750894   2735954 311128821
 100893413   1518585  64199321  37675462  82160071 209199022 175890096
  24930281 221585941  13167369 122355845 224691394 437682104 236933948
 239737415  29668439   6409782 249817385 128896538  42115198 129018052
 261308982 269854119 271635707 244301347  29294584 279727276 281891744
 284921967 288423935  12906416   1594352  19520560  26037286  48945955
 301163085  60156650  47085194   2955144 188844544 101518093   1039625
 127358054   4334095  46566344  12149952   9874903 394792253  59695623
   4839511 139686504   8434385  29910054  13393987   1203444  21502676
 229565570 447746910   8110172   1496601 177712632 243075474 460497844
 195618968 468828228 137665707  12773543  35978467  31440139 124580281
 253605899 268187304]",4674
WeiÃensee Ost,"[ 33909722   2584225  43701440  39133506  50800966   4608065  62257531
 115504400 153553069 161792772 165680691  14477936  22453738  24082857
 315566004 323945889 154653929 143786251  13774173 439489980 422283922]",462
West 1,"[ 29203939  49613218   2012621  16364190 137991811  22894989 134528684
 286093426 302295129 407045830 417313702]",311
West 2,"[ 43499342  94621473 105573256  80735678  52211223 393110482 148919487
 459867955  38357807  95086509  42679369  20673804 141546867 373591434
  98791830 439039720 113865242 141539959 421809219]",459
West 3,"[ 51655251 125640456  13522354 143337998 108025548 220040685 289573026
 161438581 294015642  59444622]",221
West 4,"[ 12367270  45740535  59073111 126447994 121023752  55803398 159468349
  31289490 187158536 105929328 129018052  52556807 177856363 242443720
 353774418  46160332 356795996  19142213]",1033
West 5,"[  5129180   1914346  77923222  73475523  12898189 227947244 276804047
 331300291 352901812 444127101 244291608 434610303]",320
Westend,"[  4721756  13768603   3699503  10627013  20564719   2893541  18543785
  29216174  59620300  61195936  72240067  82047662   6962136  96301491
  23669100  91282875  87237286  31070180   8359919  42048631  17497574
  65365224  93467026  18109264 147647876 104527422  21805252  30110349
 169863788  89832295  55448723 210712144  27489080  20736372 213169487
 225711033  97321466  51877262   5578768   1273265  37854349 348693453
 191821964 245813534 329122536  37295091 334652151  20168709 337659501
 286839017 147980920 349731526  78266556  19167756 332928769 233476604
   7567642 221894358 395241734  33554620 411731585 403471909 459013567
 434485440 103328714 470876066  50296438]",1651
Wiesbadener StraÃe,"[   499725   5317830   8863481  11471743   7774382  26670019  22360151
  54084595  55649888  25990118 125661208   9791910   9787426 156908455
   7845577 158514558  69593480   9803219 232010466  91856831   6146026
  58309097 137841842 157294886 463396989]",602
Wilhelmstadt,"[  8912086  52747435  79430806 176750828 189727497 216880791 253869373
  49795321 367035318  62806514 431550058  12870789 470702071  74608648]",227
Zehlendorf  Nord,"[   897302    977942   4093031  19145993   9751730  27570453  36693162
  35619103  45572867  50526984  68815779  13262164   8731736 117498526
 104490446  15974323   3814480 132341848   4023263  40871414 116957800
  31439379 180004024   9273168 148929909 194663540  23116642  90799881
   2489651   3343010 243806907  47997989   8587430  25188349 255568099
  63317544  55366478  48143121 270577016  24891198 321927242   7575304
 102979040 222966010  44314509  12085311 455002412 459546662 464271381
 423791688]",1677
Zehlendorf  SÃ¼dwest,"[219116245   1275359   2094782  15366176  50736153  74694342   6588733
 105408062 121479523  22167812   3613340 122012813 180850168 187437981
  12917471  47920551  12157127 222154123  42571558  33849004   2639100
 101590322 327730990 162859639   7818881 408556566 177712632 452550957
 455131842 239507351 475586406 456728481 462998574 112511283  12611754
 417675238  36691564  21606233  52182673  24269025  60951902  49006635
 240332105  33723146  78221599  51714113 440115795  97602363 245585725
  43938328  30406330 410568784 157389526 341712824  16171920 109350687
 104345705   9044301 156172054  48601001  68623046  95068913  17657092
 101141694 131485015 121652459 169555876  49922112  89961037 144637666
 194674398  61357590  95992958 100415546  16247973 369354662  23235714
  49187243  46950307  90089037    223284  25733244  59952606 108658709
  13409324  85054382  52858115]",4118
nÃ¶rdliche Luisenstadt,"[    64696   1022663    784423   1832975   3386222    901140   4128547
   1175730   4583391   6124709   5529699   4159856  10151688   2533061
  12111609  11564113  11616640  15482406   6027836  12018635  19737067
  17995172  18649531   3037322   6318510  21239469   5150766  20967029
   1463578   8433268  24872997   2086503   3274889  28635186  30695338
  31189985  32440760  33357857  33633922  35420973   3862719  23569162
  14017584  35471400  39435309   6734609  40797629  41849657  42851391
  40805433  43417586  44350311  44604265  46056998  47710864  49021089
  37217908  49416896   7993591  49788899  50820600  20073156   6802585
   5741672  47884220  53549768  43836552  32893834  57372870   1145773
  21392743  21354081  29618220  16526913  62884180   2600032  64093452
    540085    467817   3183847   7799000  75158811  73494617  13349246
  20369059  21511158   1351506   1453323  50297007  84466396  85254718
  90955486   2076430  94953953  96431846  96552747 101994170   7013537
 106145463 105426726  15573787   6184616    718939   5982514  80501251
   2425543 107393182  52422056 118633121  19217405 122779771  23414831
  31142978   8318509  21726680   7311165  92236508 134533413  11384681
  29304482 109842219   6955851  65014731 142644626 144246862  95370669
 112537692  11878522  64062132  19820618 114491760  64892773 117936544
  17142279  71476022  27197891 158929328 161548920  15364916 162414627
  32616638 162378065    119815   5762303  10330524  38836499  37934677
   8179399 110252698  90212836 180538642 177664569  31452730   9368706
  52911616  39425553  39437523   3282971 203514968  11702805  47629088
   4656310  46621075  31391167   5746351   1271339 147461101 225941636
  18832548   1878115 100078590 248564713  87444897  53699937  49404245
   9716910 126909296  14746635 234277198   3513201  41446909  36508004
 101498722  78396686 214992365 115606157 103123574 290992825  30399774
   7248391  24142160   1352204   1246047 308149203  16109448 308885379
 309007259 150604066 311101235 237277569 315509673   8461913   2636387
  34126191  42775491   1338633  18877687 217559281  29265517   8194642
   7404237  24435245  13055420 339625555 132289488 285751277  15005811
  10381815    858675 193222579 374159295  63523861  56165003  44848984
 165990554 373249890 336702196 401389605  15456585  63729517  56141754
  49324512   9443197   3789016   2966176 431402714   2654722 439357842
 118810569  46134517  14664890 456829025   4165509   1405764 111095391
 275808206    913520 461373886 462511696     34115  18186614 469299803
  90751882  34932096]",7647
sÃ¼dliche Luisenstadt,"[  1204085    594164    779213   1344754   1473300   1629714   2202419
   3287639   3088389   4480544   6292483   5876541   6844683   7545909
   7814818   7008325   3743664   1714986   2572213   1771050   4065834
  10884942    147778   9560030   3594556   4175360  11441940   9676959
  13181498  13550436   6398950  10187625  11094451  17235284  13175394
  17421842  10999908   1236783   3185055  19036272  18259195  10808802
   1425903   6144401  19845168  19614775   6574138   8272310  22231410
  23576017  23946493  23961497   5850852   9229099  24751709   6455043
    297078  11115767  25351719  24229964   5367885  11030755   5998769
   2912549  10381815  30200540  32259914   3879139  36429331   3410903
  39503106  39514176  38824272  39585755  39216851  15418632  41917526
  41686927  40532515   9048695  42375281   9831093  21916270  22943569
   8897828  43488611  16330920  44426935   4063229   8177571   2600032
   5501185  47246194  45822466  10015191  10638858  46272411  47554561
   3777535  48416458   8939933  25090768  49790112  19099027  50110974
  27742459  14733613  41123257  52229437  52397861  53591283  13783177
  53067818  20448595   9697147   8486798  16594174   6889245   6082386
  58433789  29730306  40411587  57687798   5218012    705191  64288768
  18003202  27765761  25084813  24309560  21830598  47861241  18461857
  66842375  52474500  67062964  19972363  62304690  71232528  36289036
  16273210  79413758   8039463  71388813  68052439  87224676  87479236
  60530735   2835392   4553708  49350373   9922858  21184369  95445790
  27902038  19045345  61058931 102182270  97228504   6199997  16913288
  30338608  13131221  47128495   1202217  28490863 102514522    582197
  42648992   1712104  65400714  62493437  76060471  15138918 125652413
  15895656  22837630  44504297   3647486  76628529  45464828  35017363
  48788385 132284125 130788462 126429985  34118101  57511828  20773532
  14851218  89146924  33913474  41233792 134533413 117725180  30296395
 139660630   6747871  75210772 141981627  61105574 142453324 142629483
  44785701  48872858 129920050  84041731 144343389  95582525 147476710
   2203114  38303257  10377656  24322569  97950594  15510261   8280002
 135512748  17287817  27990621 154444049 156568725   8153157  71064300
  21039758   8612607   4221977   7553350  29208332 170153654  32031098
   9478237 171606176  16250769  50438926 180839425   8620491 178188974
   1278591  20816022  16016568   2512308 122374527   4374625  18816704
  21368326  69310706 182364115   6265395   1024215 201378359 201279474
  20893882 204027928 183372921 137609668  71639347 143870129   1464437
 190957759 129583121  14752173  86656518   1756514  86266053   5613380
  11459975 199007222   8790557  22410713 104487547 227580228 126376050
  10589997   7134203 197444036  18183098 231929784  38463106 447746910
   4788353  74404747 108025548  95311142 241261677 245717635 247583994
 254371533 115610758   2970698 236291927 259551168 149810826  14170326
  11605830 246524621 265406526   8495748  94908182 172700050 274858706
  11273966 140552793  12533725  60914970  67287160 226644788  73921408
 275255165   6166493 187222745  24511729   4171914 290447014  29134467
 108726776 296266675 269454258   8382744  35767561  24644621 299433978
   9920232 165920991  14506646  41144216  22282104   9576132 138882839
   4515085  42092298 315934031   1352204 294472967 158151263 321100395
  27118353  15490912 331695672  37221382  36568960  12046288  10463112
 339819754   9139634   8129996 142763725  11126428 113053420 181796151
    253523  27527106  16383933  49801167  46721242   6712574 362724074
    353585  33434584 371153162 311128821  48113730  10251129   3808858
 231321669 298310361 115407273   7644021   9240944  28769840 266352766
 205976061   3298783   5818343   5484438  40778452    722460 408265909
 407505394 332362486  22790533 411255578  20522734  41105727 414126094
 413629911    727041 421075010 112190017   7007500 434359732 430409307
  10892333   6584851 349914800 207549856   3789531  22640091 377526184
  28015134  20501471  63939513 442321362  16638923   5488144  48161168
  54515655 100215323 463265621    249153   7092079  11683751 193413211
 467439823  15207213  16427883 465351159 369251259 128233488  74801685
 159324786    959709]",13170
